ingestion_year;ingestion_month;ingestion_day;id_sistema_cliente;macroactivo;cod_activo;aba;cod_perfil_riesgo;cod_banca;year;month
2024;3;29;10039616197;Renta Variable;1012;16773440;1466;PN;2024;3
2024;3;20;10039616197;Renta Variable;1012;16366400;1466;PN;2024;3
2024;4;19;10039616197;Renta Variable;1012;15247040;1466;PN;2024;4
2023;11;23;10039616197;Renta Variable;1012;13144000;1466;PN;2023;11
2023;12;21;10039616197;Renta Variable;1012;12584320;1466;PN;2023;12
2023;12;11;10039616197;Renta Variable;1012;13398400;1466;PN;2023;12
2023;12;18;10039616197;Renta Variable;1012;12855680;1466;PN;2023;12
2023;12;6;10039616197;Renta Variable;1012;12974400;1466;PN;2023;12
2023;11;27;10039616197;Renta Variable;1012;12923520;1466;PN;2023;11
2023;12;6;10039616197;Renta Variable;1012;12974400;1466;PN;2023;12
2023;12;11;10039616197;Renta Variable;1012;13398400;1466;PN;2023;12
2023;12;20;10039616197;Renta Variable;1012;12855680;1466;PN;2023;12
2023;12;4;10039616197;Renta Variable;1012;12906560;1466;PN;2023;12
2023;12;18;10039616197;Renta Variable;1012;12855680;1466;PN;2023;12
2023;11;27;10039616197;Renta Variable;1012;12923520;1466;PN;2023;11
2023;12;14;10039616197;Renta Variable;1012;13228800;1466;PN;2023;12
2023;12;15;10039616197;Renta Variable;1012;12770880;1466;PN;2023;12
2023;12;19;10039616197;Renta Variable;1012;12855680;1466;PN;2023;12
2023;12;5;10039616197;Renta Variable;1012;12889600;1466;PN;2023;12
2023;12;21;10039616197;Renta Variable;1012;12584320;1466;PN;2023;12
2023;12;7;10039616197;Renta Variable;1012;12974400;1466;PN;2023;12
2023;12;8;10039616197;Renta Variable;1012;13398400;1466;PN;2023;12
2023;11;24;10039616197;Renta Variable;1012;12923520;1466;PN;2023;11
2023;11;28;10039616197;Renta Variable;1012;12821760;1466;PN;2023;11
2023;12;1;10039616197;Renta Variable;1012;12855680;1466;PN;2023;12
2023;12;13;10039616197;Renta Variable;1012;13144000;1466;PN;2023;12
2023;12;13;10039616197;Renta Variable;1012;13144000;1466;PN;2023;12
2023;12;12;10039616197;Renta Variable;1012;13144000;1466;PN;2023;12
2023;11;29;10039616197;Renta Variable;1012;12889600;1466;PN;2023;11
2023;12;7;10039616197;Renta Variable;1012;12974400;1466;PN;2023;12
2023;12;1;10039616197;Renta Variable;1012;12855680;1466;PN;2023;12
2023;11;28;10039616197;Renta Variable;1012;12821760;1466;PN;2023;11
2023;12;14;10039616197;Renta Variable;1012;13228800;1466;PN;2023;12
2023;12;8;10039616197;Renta Variable;1012;13398400;1466;PN;2023;12
2023;12;19;10039616197;Renta Variable;1012;12855680;1466;PN;2023;12
2023;12;15;10039616197;Renta Variable;1012;12770880;1466;PN;2023;12
2023;12;20;10039616197;Renta Variable;1012;12855680;1466;PN;2023;12
2023;11;23;10039616197;Renta Variable;1012;13144000;1466;PN;2023;11
2023;11;24;10039616197;Renta Variable;1012;12923520;1466;PN;2023;11
2023;11;30;10039616197;Renta Variable;1012;12855680;1466;PN;2023;11
2023;11;30;10039616197;Renta Variable;1012;12855680;1466;PN;2023;11
2023;12;12;10039616197;Renta Variable;1012;13144000;1466;PN;2023;12
2023;11;29;10039616197;Renta Variable;1012;12889600;1466;PN;2023;11
2023;12;4;10039616197;Renta Variable;1012;12906560;1466;PN;2023;12
2023;11;24;10038643094;Renta Variable;1005;748105;1466;PN;2023;11
2023;11;28;10038643094;Renta Variable;1005;748105;1466;PN;2023;11
2024;2;19;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2024;4;22;10038643094;Renta Variable;1005;95300;1466;PN;2024;4
2024;4;18;10038643094;Renta Variable;1005;95300;1466;PN;2024;4
2024;4;24;10038643094;Renta Variable;1005;95300;1466;PN;2024;4
2024;4;29;10038643094;Renta Variable;1005;95300;1466;PN;2024;4
2023;12;18;10038643094;Renta Variable;1005;748105;1466;PN;2023;12
2024;3;22;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;2;23;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2024;3;18;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;4;19;10038643094;Renta Variable;1005;95300;1466;PN;2024;4
2023;12;19;10038643094;Renta Variable;1005;748105;1466;PN;2023;12
2024;4;26;10038643094;Renta Variable;1005;95300;1466;PN;2024;4
2024;1;16;10038643094;Renta Variable;1005;83864;1466;PN;2024;1
2024;3;28;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2023;11;23;10038643094;Renta Variable;1005;748105;1466;PN;2023;11
2024;4;25;10038643094;Renta Variable;1005;95300;1466;PN;2024;4
2024;2;27;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2024;3;26;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;1;2;10038643094;Renta Variable;1005;90535;1466;PN;2024;1
2024;1;4;10038643094;Renta Variable;1005;90535;1466;PN;2024;1
2024;4;17;10038643094;Renta Variable;1005;95300;1466;PN;2024;4
2024;4;30;10038643094;Renta Variable;1005;95300;1466;PN;2024;4
2024;5;9;10038643094;Renta Variable;1005;95300;1466;PN;2024;5
2024;5;3;10038643094;Renta Variable;1005;95300;1466;PN;2024;5
2024;3;27;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;2;26;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2024;3;21;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;4;16;10038643094;Renta Variable;1005;95300;1466;PN;2024;4
2024;3;20;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2023;12;20;10038643094;Renta Variable;1005;748105;1466;PN;2023;12
2024;5;6;10038643094;Renta Variable;1005;95300;1466;PN;2024;5
2024;1;3;10038643094;Renta Variable;1005;90535;1466;PN;2024;1
2024;3;8;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;2;12;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2024;2;7;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2023;12;13;10038643094;Renta Variable;1005;748105;1466;PN;2023;12
2024;5;2;10038643094;Renta Variable;1005;95300;1466;PN;2024;5
2024;4;9;10038643094;Renta Variable;1005;90535;1466;PN;2024;4
2023;11;29;10038643094;Renta Variable;1005;748105;1466;PN;2023;11
2024;2;8;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2024;1;19;10038643094;Renta Variable;1005;102924;1466;PN;2024;1
2023;11;30;10038643094;Renta Variable;1005;748105;1466;PN;2023;11
2024;2;16;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2023;12;7;10038643094;Renta Variable;1005;748105;1466;PN;2023;12
2024;1;24;10038643094;Renta Variable;1005;102924;1466;PN;2024;1
2024;1;15;10038643094;Renta Variable;1005;83864;1466;PN;2024;1
2024;2;2;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2024;1;8;10038643094;Renta Variable;1005;86723;1466;PN;2024;1
2024;4;2;10038643094;Renta Variable;1005;90535;1466;PN;2024;4
2024;1;23;10038643094;Renta Variable;1005;102924;1466;PN;2024;1
2024;4;12;10038643094;Renta Variable;1005;95300;1466;PN;2024;4
2023;12;6;10038643094;Renta Variable;1005;748105;1466;PN;2023;12
2024;1;25;10038643094;Renta Variable;1005;102924;1466;PN;2024;1
2024;3;5;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;2;14;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2023;12;11;10038643094;Renta Variable;1005;748105;1466;PN;2023;12
2024;1;22;10038643094;Renta Variable;1005;102924;1466;PN;2024;1
2024;3;1;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;2;6;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2024;2;29;10038643094;Renta Variable;1005;90535;1466;PN;2024;2
2024;4;1;10038643094;Renta Variable;1005;90535;1466;PN;2024;4
2024;3;12;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;2;13;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2024;3;14;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;4;4;10038643094;Renta Variable;1005;90535;1466;PN;2024;4
2023;12;15;10038643094;Renta Variable;1005;748105;1466;PN;2023;12
2023;12;14;10038643094;Renta Variable;1005;748105;1466;PN;2023;12
2024;1;9;10038643094;Renta Variable;1005;86723;1466;PN;2024;1
2024;3;15;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;3;6;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2023;12;1;10038643094;Renta Variable;1005;748105;1466;PN;2023;12
2024;2;15;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2024;2;1;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2024;4;11;10038643094;Renta Variable;1005;95300;1466;PN;2024;4
2024;3;11;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;3;13;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;1;5;10038643094;Renta Variable;1005;90535;1466;PN;2024;1
2024;2;20;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2023;12;8;10038643094;Renta Variable;1005;748105;1466;PN;2023;12
2024;2;28;10038643094;Renta Variable;1005;90535;1466;PN;2024;2
2024;2;21;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2024;4;15;10038643094;Renta Variable;1005;95300;1466;PN;2024;4
2024;5;15;10038643094;Renta Variable;1005;95300;1466;PN;2024;5
2024;5;1;10038643094;Renta Variable;1005;95300;1466;PN;2024;5
2024;4;23;10038643094;Renta Variable;1005;95300;1466;PN;2024;4
2024;3;29;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2023;12;21;10038643094;Renta Variable;1005;82911;1466;PN;2023;12
2024;2;22;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2024;1;30;10038643094;Renta Variable;1005;102924;1466;PN;2024;1
2024;4;8;10038643094;Renta Variable;1005;90535;1466;PN;2024;4
2024;1;17;10038643094;Renta Variable;1005;101018;1466;PN;2024;1
2024;1;18;10038643094;Renta Variable;1005;102924;1466;PN;2024;1
2023;12;12;10038643094;Renta Variable;1005;748105;1466;PN;2023;12
2024;4;5;10038643094;Renta Variable;1005;90535;1466;PN;2024;4
2024;1;29;10038643094;Renta Variable;1005;102924;1466;PN;2024;1
2023;11;27;10038643094;Renta Variable;1005;748105;1466;PN;2023;11
2024;2;9;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2024;1;31;10038643094;Renta Variable;1005;102924;1466;PN;2024;1
2023;12;4;10038643094;Renta Variable;1005;748105;1466;PN;2023;12
2024;3;7;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;3;4;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;2;5;10038643094;Renta Variable;1005;101018;1466;PN;2024;2
2023;12;5;10038643094;Renta Variable;1005;748105;1466;PN;2023;12
2024;5;10;10038643094;Renta Variable;1005;95300;1466;PN;2024;5
2024;3;25;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;3;19;10038643094;Renta Variable;1005;90535;1466;PN;2024;3
2024;4;10;10038643094;Renta Variable;1005;90535;1466;PN;2024;4
2024;1;26;10038643094;Renta Variable;1005;102924;1466;PN;2024;1
2024;5;14;10038643094;Renta Variable;1005;95300;1466;PN;2024;5
2024;4;3;10038643094;Renta Variable;1005;90535;1466;PN;2024;4
2024;1;8;10038643094;FICs;1007;28316177;1466;PN;2024;1
2024;4;17;10038643094;FICs;1007;2903973;1466;PN;2024;4
2024;5;9;10038643094;FICs;1007;29231265;1466;PN;2024;5
2024;2;22;10038643094;FICs;1007;28689519;1466;PN;2024;2
2024;1;4;10038643094;FICs;1007;28278354;1466;PN;2024;1
2024;2;14;10038643094;FICs;1007;28599904;1466;PN;2024;2
2024;4;24;10038643094;FICs;1007;29093299;1466;PN;2024;4
2024;2;7;10038643094;FICs;1007;28525423;1466;PN;2024;2
2024;4;8;10038643094;FICs;1007;2903625;1466;PN;2024;4
2024;1;18;10038643094;FICs;1007;28409949;1466;PN;2024;1
2024;1;15;10038643094;FICs;1007;28382317;1466;PN;2024;1
2024;2;27;10038643094;FICs;1007;28693585;1466;PN;2024;2
2024;1;29;10038643094;FICs;1007;28450498;1466;PN;2024;1
2024;4;16;10038643094;FICs;1007;2903973;1466;PN;2024;4
2024;1;24;10038643094;FICs;1007;28431544;1466;PN;2024;1
2024;4;10;10038643094;FICs;1007;2903625;1466;PN;2024;4
2024;2;26;10038643094;FICs;1007;28693585;1466;PN;2024;2
2024;4;26;10038643094;FICs;1007;29112424;1466;PN;2024;4
2024;2;1;10038643094;FICs;1007;28486301;1466;PN;2024;2
2024;4;2;10038643094;FICs;1007;29010165;1466;PN;2024;4
2024;2;19;10038643094;FICs;1007;286501;1466;PN;2024;2
2024;3;29;10038643094;FICs;1007;28981956;1466;PN;2024;3
2024;4;1;10038643094;FICs;1007;2900125;1466;PN;2024;4
2024;2;16;10038643094;FICs;1007;28611165;1466;PN;2024;2
2024;4;12;10038643094;FICs;1007;29010307;1466;PN;2024;4
2024;1;3;10038643094;FICs;1007;28263562;1466;PN;2024;1
2024;4;11;10038643094;FICs;1007;29042351;1466;PN;2024;4
2024;2;13;10038643094;FICs;1007;28592376;1466;PN;2024;2
2024;4;5;10038643094;FICs;1007;29017188;1466;PN;2024;4
2024;3;19;10038643094;FICs;1007;28903477;1466;PN;2024;3
2024;4;23;10038643094;FICs;1007;29072711;1466;PN;2024;4
2024;1;16;10038643094;FICs;1007;28390925;1466;PN;2024;1
2024;1;30;10038643094;FICs;1007;2847172;1466;PN;2024;1
2024;3;28;10038643094;FICs;1007;28975514;1466;PN;2024;3
2024;3;13;10038643094;FICs;1007;28864098;1466;PN;2024;3
2024;3;22;10038643094;FICs;1007;28937186;1466;PN;2024;3
2024;4;30;10038643094;FICs;1007;29144895;1466;PN;2024;4
2024;5;10;10038643094;FICs;1007;29242721;1466;PN;2024;5
2024;3;8;10038643094;FICs;1007;28819642;1466;PN;2024;3
2024;1;31;10038643094;FICs;1007;2848266;1466;PN;2024;1
2024;2;20;10038643094;FICs;1007;28661599;1466;PN;2024;2
2024;3;27;10038643094;FICs;1007;28971731;1466;PN;2024;3
2024;3;20;10038643094;FICs;1007;28918005;1466;PN;2024;3
2024;3;4;10038643094;FICs;1007;28772044;1466;PN;2024;3
2024;3;18;10038643094;FICs;1007;28903477;1466;PN;2024;3
2024;2;8;10038643094;FICs;1007;28540866;1466;PN;2024;2
2024;3;11;10038643094;FICs;1007;28841353;1466;PN;2024;3
2024;5;14;10038643094;FICs;1007;29269235;1466;PN;2024;5
2024;4;29;10038643094;FICs;1007;29120623;1466;PN;2024;4
2024;5;2;10038643094;FICs;1007;29162992;1466;PN;2024;5
2024;3;14;10038643094;FICs;1007;28874475;1466;PN;2024;3
2024;1;5;10038643094;FICs;1007;28291423;1466;PN;2024;1
2024;5;15;10038643094;FICs;1007;29278386;1466;PN;2024;5
2024;4;25;10038643094;FICs;1007;29108145;1466;PN;2024;4
2024;5;6;10038643094;FICs;1007;29197726;1466;PN;2024;5
2024;1;9;10038643094;FICs;1007;28323019;1466;PN;2024;1
2024;4;15;10038643094;FICs;1007;29033794;1466;PN;2024;4
2024;2;6;10038643094;FICs;1007;28518184;1466;PN;2024;2
2024;2;2;10038643094;FICs;1007;28492152;1466;PN;2024;2
2024;5;1;10038643094;FICs;1007;29144895;1466;PN;2024;5
2024;2;29;10038643094;FICs;1007;28740082;1466;PN;2024;2
2024;3;26;10038643094;FICs;1007;28965038;1466;PN;2024;3
2024;2;9;10038643094;FICs;1007;28548839;1466;PN;2024;2
2024;1;19;10038643094;FICs;1007;28416043;1466;PN;2024;1
2024;1;2;10038643094;FICs;1007;28242467;1466;PN;2024;1
2024;3;25;10038643094;FICs;1007;28958473;1466;PN;2024;3
2024;3;6;10038643094;FICs;1007;28782944;1466;PN;2024;3
2024;3;21;10038643094;FICs;1007;28926633;1466;PN;2024;3
2024;3;5;10038643094;FICs;1007;28782944;1466;PN;2024;3
2024;2;5;10038643094;FICs;1007;28518184;1466;PN;2024;2
2024;1;25;10038643094;FICs;1007;28436694;1466;PN;2024;1
2024;1;17;10038643094;FICs;1007;28403504;1466;PN;2024;1
2024;1;23;10038643094;FICs;1007;28429372;1466;PN;2024;1
2024;4;18;10038643094;FICs;1007;29029462;1466;PN;2024;4
2024;5;3;10038643094;FICs;1007;29147991;1466;PN;2024;5
2024;1;26;10038643094;FICs;1007;28444211;1466;PN;2024;1
2024;2;12;10038643094;FICs;1007;28573647;1466;PN;2024;2
2024;3;15;10038643094;FICs;1007;28880664;1466;PN;2024;3
2024;1;22;10038643094;FICs;1007;28416043;1466;PN;2024;1
2024;3;1;10038643094;FICs;1007;28744244;1466;PN;2024;3
2024;2;21;10038643094;FICs;1007;28676775;1466;PN;2024;2
2024;4;3;10038643094;FICs;1007;29010165;1466;PN;2024;4
2024;4;9;10038643094;FICs;1007;2903625;1466;PN;2024;4
2024;3;7;10038643094;FICs;1007;28809334;1466;PN;2024;3
2024;2;28;10038643094;FICs;1007;28727519;1466;PN;2024;2
2024;4;4;10038643094;FICs;1007;29010165;1466;PN;2024;4
2024;2;23;10038643094;FICs;1007;28693585;1466;PN;2024;2
2024;4;19;10038643094;FICs;1007;29033592;1466;PN;2024;4
2024;3;12;10038643094;FICs;1007;2885378;1466;PN;2024;3
2024;2;15;10038643094;FICs;1007;28611165;1466;PN;2024;2
2024;4;22;10038643094;FICs;1007;29060852;1466;PN;2024;4
2023;12;8;10038643094;FICs;1007;27866626;1466;PN;2023;12
2023;12;12;10038643094;FICs;1007;27902823;1466;PN;2023;12
2023;11;30;10038643094;FICs;1007;27790738;1466;PN;2023;11
2023;12;5;10038643094;FICs;1007;27834155;1466;PN;2023;12
2023;12;20;10038643094;FICs;1007;28044117;1466;PN;2023;12
2023;11;28;10038643094;FICs;1007;27773896;1466;PN;2023;11
2023;11;24;10038643094;FICs;1007;27739295;1466;PN;2023;11
2023;12;4;10038643094;FICs;1007;27828948;1466;PN;2023;12
2023;12;14;10038643094;FICs;1007;27932527;1466;PN;2023;12
2023;12;1;10038643094;FICs;1007;27807798;1466;PN;2023;12
2023;12;11;10038643094;FICs;1007;27889604;1466;PN;2023;12
2023;12;19;10038643094;FICs;1007;28021767;1466;PN;2023;12
2023;11;27;10038643094;FICs;1007;27767554;1466;PN;2023;11
2023;12;7;10038643094;FICs;1007;27858744;1466;PN;2023;12
2023;12;21;10038643094;FICs;1007;28080792;1466;PN;2023;12
2023;12;6;10038643094;FICs;1007;27849694;1466;PN;2023;12
2023;12;13;10038643094;FICs;1007;27915524;1466;PN;2023;12
2023;12;15;10038643094;FICs;1007;27964516;1466;PN;2023;12
2023;11;29;10038643094;FICs;1007;27781572;1466;PN;2023;11
2023;12;18;10038643094;FICs;1007;28007337;1466;PN;2023;12
2023;12;14;10038643094;FICs;1018;8279998258;1466;PN;2023;12
2023;12;1;10038643094;FICs;1018;8235574448;1466;PN;2023;12
2023;12;21;10038643094;FICs;1018;837692545;1466;PN;2023;12
2023;11;23;10038643094;FICs;1018;8208464926;1466;PN;2023;11
2023;12;20;10038643094;FICs;1018;8356123598;1466;PN;2023;12
2023;12;19;10038643094;FICs;1018;8339239392;1466;PN;2023;12
2023;12;4;10038643094;FICs;1018;8245788851;1466;PN;2023;12
2023;12;5;10038643094;FICs;1018;8243343512;1466;PN;2023;12
2023;11;28;10038643094;FICs;1018;8223433375;1466;PN;2023;11
2023;12;18;10038643094;FICs;1018;8327662325;1466;PN;2023;12
2023;12;13;10038643094;FICs;1018;8265733119;1466;PN;2023;12
2023;11;30;10038643094;FICs;1018;823902054;1466;PN;2023;11
2023;12;7;10038643094;FICs;1018;8259953837;1466;PN;2023;12
2023;11;29;10038643094;FICs;1018;822667314;1466;PN;2023;11
2023;12;15;10038643094;FICs;1018;8312856584;1466;PN;2023;12
2023;12;8;10038643094;FICs;1018;8262504044;1466;PN;2023;12
2023;11;27;10038643094;FICs;1018;8215354931;1466;PN;2023;11
2023;12;6;10038643094;FICs;1018;8249796448;1466;PN;2023;12
2023;12;11;10038643094;FICs;1018;8270308069;1466;PN;2023;12
2023;12;12;10038643094;FICs;1018;8269788944;1466;PN;2023;12
2023;11;24;10038643094;FICs;1018;8208601136;1466;PN;2023;11
2024;2;1;10038643094;FICs;1018;856447619;1466;PN;2024;2
2024;4;24;10038643094;FICs;1018;8614067122;1466;PN;2024;4
2024;3;25;10038643094;FICs;1018;8669638206;1466;PN;2024;3
2024;3;15;10038643094;FICs;1018;8649557591;1466;PN;2024;3
2024;4;11;10038643094;FICs;1018;8615761491;1466;PN;2024;4
2024;5;1;10038643094;FICs;1018;862640145;1466;PN;2024;5
2024;2;13;10038643094;FICs;1018;858358318;1466;PN;2024;2
2024;3;6;10038643094;FICs;1018;8634571616;1466;PN;2024;3
2024;3;7;10038643094;FICs;1018;8638633922;1466;PN;2024;3
2024;3;4;10038643094;FICs;1018;8634775918;1466;PN;2024;3
2024;4;4;10038643094;FICs;1018;8672163068;1466;PN;2024;4
2024;2;21;10038643094;FICs;1018;8613009667;1466;PN;2024;2
2024;1;25;10038643094;FICs;1018;8537970567;1466;PN;2024;1
2024;1;23;10038643094;FICs;1018;8534759819;1466;PN;2024;1
2024;2;19;10038643094;FICs;1018;8607684782;1466;PN;2024;2
2024;1;16;10038643094;FICs;1018;8523351602;1466;PN;2024;1
2024;4;5;10038643094;FICs;1018;8654529277;1466;PN;2024;4
2024;4;9;10038643094;FICs;1018;8651730104;1466;PN;2024;4
2024;4;2;10038643094;FICs;1018;8672163068;1466;PN;2024;4
2024;4;12;10038643094;FICs;1018;8589052527;1466;PN;2024;4
2024;2;8;10038643094;FICs;1018;8569136792;1466;PN;2024;2
2024;3;26;10038643094;FICs;1018;8671912433;1466;PN;2024;3
2024;4;8;10038643094;FICs;1018;8651730104;1466;PN;2024;4
2024;3;29;10038643094;FICs;1018;867229804;1466;PN;2024;3
2024;1;19;10038643094;FICs;1018;8527269481;1466;PN;2024;1
2024;4;1;10038643094;FICs;1018;8679275326;1466;PN;2024;4
2024;3;19;10038643094;FICs;1018;8653923099;1466;PN;2024;3
2024;3;12;10038643094;FICs;1018;8653224262;1466;PN;2024;3
2024;2;28;10038643094;FICs;1018;8613772801;1466;PN;2024;2
2024;3;28;10038643094;FICs;1018;8670008045;1466;PN;2024;3
2024;3;11;10038643094;FICs;1018;8654939053;1466;PN;2024;3
2024;2;23;10038643094;FICs;1018;8607341758;1466;PN;2024;2
2024;5;2;10038643094;FICs;1018;8635043264;1466;PN;2024;5
2024;1;5;10038643094;FICs;1018;846410759;1466;PN;2024;1
2024;1;22;10038643094;FICs;1018;8527269481;1466;PN;2024;1
2024;4;23;10038643094;FICs;1018;8597316024;1466;PN;2024;4
2024;1;15;10038643094;FICs;1018;8517682694;1466;PN;2024;1
2024;2;16;10038643094;FICs;1018;8586975194;1466;PN;2024;2
2024;3;27;10038643094;FICs;1018;8666894196;1466;PN;2024;3
2024;2;20;10038643094;FICs;1018;8611164813;1466;PN;2024;2
2024;1;29;10038643094;FICs;1018;8542269721;1466;PN;2024;1
2024;2;9;10038643094;FICs;1018;8571523674;1466;PN;2024;2
2024;2;14;10038643094;FICs;1018;8580526749;1466;PN;2024;2
2024;5;9;10038643094;FICs;1018;866289761;1466;PN;2024;5
2024;4;30;10038643094;FICs;1018;862640145;1466;PN;2024;4
2024;3;21;10038643094;FICs;1018;8668048024;1466;PN;2024;3
2024;5;15;10038643094;FICs;1018;8660703434;1466;PN;2024;5
2024;2;22;10038643094;FICs;1018;8611569824;1466;PN;2024;2
2024;1;4;10038643094;FICs;1018;8455789308;1466;PN;2024;1
2024;4;26;10038643094;FICs;1018;860210207;1466;PN;2024;4
2024;1;24;10038643094;FICs;1018;8536730514;1466;PN;2024;1
2024;4;15;10038643094;FICs;1018;8604910348;1466;PN;2024;4
2024;3;14;10038643094;FICs;1018;8654326194;1466;PN;2024;3
2024;2;7;10038643094;FICs;1018;8561307004;1466;PN;2024;2
2024;1;17;10038643094;FICs;1018;8526305691;1466;PN;2024;1
2024;1;9;10038643094;FICs;1018;8470875274;1466;PN;2024;1
2024;5;14;10038643094;FICs;1018;8657949996;1466;PN;2024;5
2024;1;3;10038643094;FICs;1018;8452963537;1466;PN;2024;1
2024;2;26;10038643094;FICs;1018;8607341758;1466;PN;2024;2
2024;1;8;10038643094;FICs;1018;8468437443;1466;PN;2024;1
2024;3;22;10038643094;FICs;1018;8669232526;1466;PN;2024;3
2024;4;18;10038643094;FICs;1018;8579120007;1466;PN;2024;4
2024;5;10;10038643094;FICs;1018;8661126637;1466;PN;2024;5
2024;2;27;10038643094;FICs;1018;8607341758;1466;PN;2024;2
2024;2;12;10038643094;FICs;1018;8579563102;1466;PN;2024;2
2024;4;16;10038643094;FICs;1018;8592649605;1466;PN;2024;4
2024;2;5;10038643094;FICs;1018;8563163415;1466;PN;2024;2
2024;3;8;10038643094;FICs;1018;8646993605;1466;PN;2024;3
2024;3;18;10038643094;FICs;1018;8657093336;1466;PN;2024;3
2024;1;26;10038643094;FICs;1018;8537970567;1466;PN;2024;1
2024;1;30;10038643094;FICs;1018;8549994757;1466;PN;2024;1
2024;3;5;10038643094;FICs;1018;8634571616;1466;PN;2024;3
2024;2;6;10038643094;FICs;1018;8563163415;1466;PN;2024;2
2024;4;25;10038643094;FICs;1018;8609063768;1466;PN;2024;4
2024;1;31;10038643094;FICs;1018;8556935738;1466;PN;2024;1
2024;2;2;10038643094;FICs;1018;8568781886;1466;PN;2024;2
2024;4;19;10038643094;FICs;1018;8579413219;1466;PN;2024;4
2024;4;17;10038643094;FICs;1018;8592649605;1466;PN;2024;4
2024;1;18;10038643094;FICs;1018;8524895758;1466;PN;2024;1
2024;1;2;10038643094;FICs;1018;8450005435;1466;PN;2024;1
2024;4;22;10038643094;FICs;1018;8587586828;1466;PN;2024;4
2024;3;20;10038643094;FICs;1018;8662604904;1466;PN;2024;3
2024;4;10;10038643094;FICs;1018;8651730104;1466;PN;2024;4
2024;2;29;10038643094;FICs;1018;8615460705;1466;PN;2024;2
2024;3;13;10038643094;FICs;1018;864955364;1466;PN;2024;3
2024;4;3;10038643094;FICs;1018;8672163068;1466;PN;2024;4
2024;3;1;10038643094;FICs;1018;8623418438;1466;PN;2024;3
2024;5;3;10038643094;FICs;1018;8636121792;1466;PN;2024;5
2024;4;29;10038643094;FICs;1018;8609568835;1466;PN;2024;4
2024;5;6;10038643094;FICs;1018;8644565581;1466;PN;2024;5
2024;2;15;10038643094;FICs;1018;8586975194;1466;PN;2024;2
2024;1;5;10014876058;Renta Variable;1012;7685800;1466;PN;2024;1
2024;5;14;10014876058;Renta Variable;1012;8648840;1466;PN;2024;5
2024;1;30;10014876058;Renta Variable;1012;7917300;1466;PN;2024;1
2024;3;5;10014876058;Renta Variable;1012;7806180;1466;PN;2024;3
2024;4;25;10014876058;Renta Variable;1012;8426600;1466;PN;2024;4
2024;1;31;10014876058;Renta Variable;1012;7778400;1466;PN;2024;1
2024;2;6;10014876058;Renta Variable;1012;7852480;1466;PN;2024;2
2024;3;29;10014876058;Renta Variable;1012;9158140;1466;PN;2024;3
2024;4;22;10014876058;Renta Variable;1012;8334000;1466;PN;2024;4
2024;4;26;10014876058;Renta Variable;1012;8287700;1466;PN;2024;4
2024;1;3;10014876058;Renta Variable;1012;7556160;1466;PN;2024;1
2024;2;19;10014876058;Renta Variable;1012;7778400;1466;PN;2024;2
2024;2;20;10014876058;Renta Variable;1012;7685800;1466;PN;2024;2
2024;3;28;10014876058;Renta Variable;1012;9158140;1466;PN;2024;3
2024;3;6;10014876058;Renta Variable;1012;7824700;1466;PN;2024;3
